"","locations","input"
"5386","(101, 107)          ","0                   "
"5387","(102, 2)            ","0                   "
"5388","(102, 11)           ","0                   "
"5389","(102, 22)           ","0                   "
"5390","(102, 102)          ","0                   "
"5391","(105, 35)           ","0                   "
"5392","(106, 0)            ","0                   "
"5393","(106, 6)            ","0                   "
"5394","(106, 15)           ","0                   "
"5395","(106, 22)           ","0                   "
"5396","(106, 24)           ","0                   "
"5397","(106, 25)           ","0                   "
"5398","(106, 29)           ","0                   "
"5399","(106, 83)           ","0                   "
"5400","(106, 106)          ","0                   "
"5401","(110, 9)            ","0                   "
"5402","(110, 11)           ","0                   "
"5403","(110, 35)           ","0                   "
"5404","(110, 110)          ","0                   "
"5405","(113, 0)            ","0                   "
"5406","(113, 3)            ","0                   "
"5407","(113, 6)            ","0                   "
"5408","(113, 7)            ","0                   "
"5409","(113, 12)           ","0                   "
"5410","(113, 14)           ","0                   "
"5411","(113, 17)           ","0                   "
"5412","(113, 24)           ","0                   "
"5413","(113, 26)           ","0                   "
"5414","(113, 27)           ","0                   "
"5415","(113, 34)           ","0                   "
"5416","(113, 38)           ","0                   "
"5417","(113, 55)           ","0                   "
"5418","(113, 63)           ","0                   "
"5419","(113, 113)          ","0                   "
"5420","(114, 0)            ","0                   "
"5421","(114, 2)            ","0                   "
"5422","(114, 3)            ","0                   "
"5423","(114, 4)            ","0                   "
"5424","(114, 5)            ","0                   "
"5425","(114, 6)            ","0                   "
"5426","(114, 8)            ","0                   "
"5427","(114, 9)            ","0                   "
"5428","(114, 10)           ","0                   "
"5429","(114, 12)           ","0                   "
"5430","(114, 14)           ","0                   "
"5431","(114, 15)           ","0                   "
"5432","(114, 16)           ","0                   "
"5433","(114, 22)           ","0                   "
"5434","(114, 32)           ","0                   "
"5435","(114, 35)           ","0                   "
"5436","(114, 38)           ","0                   "
"5437","(114, 55)           ","0                   "
"5438","(123, 0)            ","0                   "
"5439","(123, 45)           ","0                   "
"5440","(123, 71)           ","0                   "
"5441","(123, 123)          ","0                   "
"5442","(124, 35)           ","0                   "
"5443","(125, 0)            ","0                   "
"5444","(134, 0)            ","0                   "
"5445","(134, 15)           ","0                   "
"5446","(134, 39)           ","0                   "
"5447","(134, 134)          ","0                   "
"5448","(136, 15)           ","0                   "
"5449","(137, 137)          ","0                   "
"5450","(139, 5)            ","0                   "
"5451","(139, 6)            ","0                   "
"5452","(139, 21)           ","0                   "
"5453","(141, 2)            ","0                   "
"5454","(141, 5)            ","0                   "
"5455","(141, 6)            ","0                   "
"5456","(141, 10)           ","0                   "
"5457","(141, 11)           ","0                   "
"5458","(141, 12)           ","0                   "
"5459","(141, 15)           ","0                   "
"5460","(141, 32)           ","0                   "
"5461","(141, 55)           ","0                   "
"5462","(141, 141)          ","0                   "
"5463","(144, 35)           ","0                   "
"5464","(154, 154)          ","0                   "
"5465","(155, 39)           ","0                   "
"5466","(160, 6)            ","0                   "
"5467","(160, 8)            ","0                   "
"5468","(160, 11)           ","0                   "
"5469","(160, 22)           ","0                   "
"5470","(163, 163)          ","0                   "
"5471","(165, 14)           ","0                   "
"5472","(165, 35)           ","0                   "
"5473","(178, 60)           ","0                   "
"5474","(185, 35)           ","0                   "
"5475","(212, 35)           ","0                   "
"5476","(223, 15)           ","0                   "
"5477","(227, 227)          ","0                   "
"5478","(235, 235)          ","0                   "
"5479","(0, 217)            ","2.22044604925031e-16"
"5480","(0, 226)            ","2.22044604925031e-16"
"5481","(1, 102)            ","2.22044604925031e-16"
"5482","(4, 146)            ","2.22044604925031e-16"
"5483","(5, 227)            ","2.22044604925031e-16"
"5484","(8, 158)            ","2.22044604925031e-16"
"5485","(9, 82)             ","2.22044604925031e-16"
"5486","(10, 184)           ","2.22044604925031e-16"
"5487","(11, 70)            ","2.22044604925031e-16"
"5488","(11, 114)           ","2.22044604925031e-16"
"5489","(12, 121)           ","2.22044604925031e-16"
"5490","(15, 185)           ","2.22044604925031e-16"
"5491","(15, 223)           ","2.22044604925031e-16"
"5492","(15, 231)           ","2.22044604925031e-16"
"5493","(15, 238)           ","2.22044604925031e-16"
"5494","(20, 18)            ","2.22044604925031e-16"
"5495","(21, 60)            ","2.22044604925031e-16"
"5496","(22, 47)            ","2.22044604925031e-16"
"5497","(23, 134)           ","2.22044604925031e-16"
"5498","(24, 76)            ","2.22044604925031e-16"
"5499","(24, 117)           ","2.22044604925031e-16"
"5500","(24, 126)           ","2.22044604925031e-16"
"5501","(25, 102)           ","2.22044604925031e-16"
"5502","(30, 2)             ","2.22044604925031e-16"
"5503","(32, 73)            ","2.22044604925031e-16"
"5504","(33, 158)           ","2.22044604925031e-16"
"5505","(34, 142)           ","2.22044604925031e-16"
"5506","(37, 143)           ","2.22044604925031e-16"
"5507","(40, 137)           ","2.22044604925031e-16"
"5508","(44, 7)             ","2.22044604925031e-16"
"5509","(50, 69)            ","2.22044604925031e-16"
"5510","(50, 127)           ","2.22044604925031e-16"
"5511","(51, 8)             ","2.22044604925031e-16"
"5512","(52, 51)            ","2.22044604925031e-16"
"5513","(52, 56)            ","2.22044604925031e-16"
"5514","(52, 62)            ","2.22044604925031e-16"
"5515","(52, 88)            ","2.22044604925031e-16"
"5516","(54, 22)            ","2.22044604925031e-16"
"5517","(54, 25)            ","2.22044604925031e-16"
"5518","(55, 110)           ","2.22044604925031e-16"
"5519","(56, 107)           ","2.22044604925031e-16"
"5520","(56, 158)           ","2.22044604925031e-16"
"5521","(57, 35)            ","2.22044604925031e-16"
"5522","(60, 63)            ","2.22044604925031e-16"
"5523","(62, 75)            ","2.22044604925031e-16"
"5524","(62, 126)           ","2.22044604925031e-16"
"5525","(66, 17)            ","2.22044604925031e-16"
"5526","(66, 53)            ","2.22044604925031e-16"
"5527","(68, 66)            ","2.22044604925031e-16"
"5528","(68, 116)           ","2.22044604925031e-16"
"5529","(68, 181)           ","2.22044604925031e-16"
"5530","(69, 97)            ","2.22044604925031e-16"
"5531","(73, 35)            ","2.22044604925031e-16"
"5532","(74, 0)             ","2.22044604925031e-16"
"5533","(77, 4)             ","2.22044604925031e-16"
"5534","(83, 40)            ","2.22044604925031e-16"
"5535","(83, 49)            ","2.22044604925031e-16"
"5536","(83, 61)            ","2.22044604925031e-16"
"5537","(87, 35)            ","2.22044604925031e-16"
"5538","(90, 25)            ","2.22044604925031e-16"
"5539","(96, 10)            ","2.22044604925031e-16"
"5540","(99, 40)            ","2.22044604925031e-16"
"5541","(100, 62)           ","2.22044604925031e-16"
"5542","(100, 140)          ","2.22044604925031e-16"
"5543","(101, 26)           ","2.22044604925031e-16"
"5544","(101, 150)          ","2.22044604925031e-16"
"5545","(113, 88)           ","2.22044604925031e-16"
"5546","(160, 0)            ","2.22044604925031e-16"
"5547","(160, 10)           ","2.22044604925031e-16"
"5548","(163, 6)            ","2.22044604925031e-16"
"5549","(174, 35)           ","2.22044604925031e-16"
"5550","(231, 10)           ","2.22044604925031e-16"
"5551","(0, 212)            ","4.44089209850063e-16"
"5552","(0, 225)            ","4.44089209850063e-16"
"5553","(3, 198)            ","4.44089209850063e-16"
"5554","(7, 196)            ","4.44089209850063e-16"
"5555","(7, 221)            ","4.44089209850063e-16"
"5556","(10, 166)           ","4.44089209850063e-16"
"5557","(19, 41)            ","4.44089209850063e-16"
"5558","(20, 43)            ","4.44089209850063e-16"
"5559","(20, 66)            ","4.44089209850063e-16"
"5560","(22, 180)           ","4.44089209850063e-16"
"5561","(23, 101)           ","4.44089209850063e-16"
"5562","(25, 152)           ","4.44089209850063e-16"
"5563","(29, 41)            ","4.44089209850063e-16"
"5564","(30, 25)            ","4.44089209850063e-16"
"5565","(35, 97)            ","4.44089209850063e-16"
"5566","(36, 69)            ","4.44089209850063e-16"
"5567","(42, 66)            ","4.44089209850063e-16"
"5568","(51, 87)            ","4.44089209850063e-16"
"5569","(55, 126)           ","4.44089209850063e-16"
"5570","(56, 91)            ","4.44089209850063e-16"
"5571","(58, 23)            ","4.44089209850063e-16"
"5572","(66, 65)            ","4.44089209850063e-16"
"5573","(69, 63)            ","4.44089209850063e-16"
"5574","(96, 4)             ","4.44089209850063e-16"
"5575","(173, 180)          ","4.44089209850063e-16"
"5576","(0, 122)            ","6.66133814775094e-16"
"5577","(3, 93)             ","6.66133814775094e-16"
"5578","(5, 138)            ","6.66133814775094e-16"
"5579","(8, 138)            ","6.66133814775094e-16"
"5580","(9, 91)             ","6.66133814775094e-16"
"5581","(12, 98)            ","6.66133814775094e-16"
"5582","(16, 181)           ","6.66133814775094e-16"
"5583","(22, 133)           ","6.66133814775094e-16"
"5584","(22, 193)           ","6.66133814775094e-16"
"5585","(24, 195)           ","6.66133814775094e-16"
"5586","(25, 58)            ","6.66133814775094e-16"
"5587","(26, 23)            ","6.66133814775094e-16"
"5588","(26, 44)            ","6.66133814775094e-16"
"5589","(26, 54)            ","6.66133814775094e-16"
"5590","(27, 60)            ","6.66133814775094e-16"
"5591","(30, 88)            ","6.66133814775094e-16"
"5592","(34, 32)            ","6.66133814775094e-16"
"5593","(34, 83)            ","6.66133814775094e-16"
"5594","(35, 141)           ","6.66133814775094e-16"
"5595","(39, 142)           ","6.66133814775094e-16"
"5596","(46, 28)            ","6.66133814775094e-16"
"5597","(47, 35)            ","6.66133814775094e-16"
"5598","(50, 9)             ","6.66133814775094e-16"
"5599","(51, 105)           ","6.66133814775094e-16"
"5600","(52, 14)            ","6.66133814775094e-16"
"5601","(62, 52)            ","6.66133814775094e-16"
"5602","(75, 7)             ","6.66133814775094e-16"
"5603","(75, 9)             ","6.66133814775094e-16"
"5604","(99, 87)            ","6.66133814775094e-16"
"5605","(100, 61)           ","6.66133814775094e-16"
"5606","(101, 147)          ","6.66133814775094e-16"
"5607","(102, 28)           ","6.66133814775094e-16"
"5608","(6, 202)            ","8.88178419700125e-16"
"5609","(7, 236)            ","8.88178419700125e-16"
"5610","(12, 176)           ","8.88178419700125e-16"
"5611","(13, 93)            ","8.88178419700125e-16"
"5612","(14, 155)           ","8.88178419700125e-16"
"5613","(19, 67)            ","8.88178419700125e-16"
"5614","(176, 176)          ","8.88178419700125e-16"
"5615","(5, 132)            ","1.11022302462516e-15"
"5616","(7, 228)            ","1.11022302462516e-15"
"5617","(10, 237)           ","1.11022302462516e-15"
"5618","(38, 175)           ","1.11022302462516e-15"
"5619","(39, 215)           ","1.11022302462516e-15"
"5620","(8, 18)             ","1.33226762955019e-15"
"5621","(8, 84)             ","1.33226762955019e-15"
"5622","(19, 68)            ","1.33226762955019e-15"
"5623","(20, 83)            ","1.33226762955019e-15"
"5624","(24, 103)           ","1.33226762955019e-15"
"5625","(26, 141)           ","1.33226762955019e-15"
"5626","(28, 102)           ","1.33226762955019e-15"
"5627","(33, 142)           ","1.33226762955019e-15"
"5628","(37, 136)           ","1.33226762955019e-15"
"5629","(39, 76)            ","1.33226762955019e-15"
"5630","(39, 80)            ","1.33226762955019e-15"
"5631","(51, 113)           ","1.33226762955019e-15"
"5632","(58, 32)            ","1.33226762955019e-15"
"5633","(62, 39)            ","1.33226762955019e-15"
"5634","(62, 152)           ","1.33226762955019e-15"
"5635","(65, 144)           ","1.33226762955019e-15"
"5636","(75, 6)             ","1.33226762955019e-15"
"5637","(83, 1)             ","1.33226762955019e-15"
"5638","(113, 28)           ","1.33226762955019e-15"
"5639","(0, 211)            ","1.55431223447522e-15"
"5640","(7, 206)            ","1.55431223447522e-15"
"5641","(11, 202)           ","1.55431223447522e-15"
"5642","(25, 81)            ","1.55431223447522e-15"
"5643","(37, 235)           ","1.55431223447522e-15"
"5644","(45, 48)            ","1.55431223447522e-15"
"5645","(46, 65)            ","1.55431223447522e-15"
"5646","(58, 3)             ","1.55431223447522e-15"
"5647","(63, 20)            ","1.55431223447522e-15"
"5648","(77, 76)            ","1.55431223447522e-15"
"5649","(87, 4)             ","1.55431223447522e-15"
"5650","(106, 10)           ","1.55431223447522e-15"
"5651","(0, 132)            ","1.77635683940025e-15"
"5652","(1, 181)            ","1.77635683940025e-15"
"5653","(2, 218)            ","1.77635683940025e-15"
"5654","(3, 148)            ","1.77635683940025e-15"
"5655","(5, 173)            ","1.77635683940025e-15"
"5656","(13, 64)            ","1.77635683940025e-15"
"5657","(19, 119)           ","1.77635683940025e-15"
"5658","(22, 41)            ","1.77635683940025e-15"
"5659","(24, 164)           ","1.77635683940025e-15"
"5660","(25, 128)           ","1.77635683940025e-15"
"5661","(26, 59)            ","1.77635683940025e-15"
"5662","(29, 58)            ","1.77635683940025e-15"
"5663","(38, 186)           ","1.77635683940025e-15"
"5664","(46, 154)           ","1.77635683940025e-15"
"5665","(51, 37)            ","1.77635683940025e-15"
"5666","(59, 47)            ","1.77635683940025e-15"
"5667","(63, 3)             ","1.77635683940025e-15"
"5668","(87, 46)            ","1.77635683940025e-15"
"5669","(113, 70)           ","1.77635683940025e-15"
"5670","(5, 96)             ","2.22044604925031e-15"
"5671","(11, 198)           ","2.22044604925031e-15"
"5672","(25, 84)            ","2.22044604925031e-15"
"5673","(28, 128)           ","2.22044604925031e-15"
"5674","(28, 136)           ","2.22044604925031e-15"
"5675","(29, 49)            ","2.22044604925031e-15"
"5676","(33, 101)           ","2.22044604925031e-15"
"5677","(46, 2)             ","2.22044604925031e-15"
"5678","(53, 124)           ","2.22044604925031e-15"
"5679","(0, 118)            ","2.44249065417534e-15"
"5680","(2, 239)            ","2.44249065417534e-15"
"5681","(4, 196)            ","2.44249065417534e-15"
"5682","(8, 199)            ","2.44249065417534e-15"
"5683","(11, 41)            ","2.44249065417534e-15"
"5684","(14, 130)           ","2.44249065417534e-15"
"5685","(25, 53)            ","2.44249065417534e-15"
"5686","(35, 89)            ","2.44249065417534e-15"
"5687","(36, 147)           ","2.44249065417534e-15"
"5688","(39, 177)           ","2.44249065417534e-15"
"5689","(58, 34)            ","2.44249065417534e-15"
"5690","(90, 16)            ","2.44249065417534e-15"
"5691","(26, 35)            ","2.88657986402541e-15"
"5692","(49, 35)            ","2.88657986402541e-15"
"5693","(96, 96)            ","2.88657986402541e-15"
"5694","(119, 119)          ","2.88657986402541e-15"
"5695","(121, 121)          ","2.88657986402541e-15"
"5696","(4, 172)            ","3.10862446895044e-15"
"5697","(6, 151)            ","3.10862446895044e-15"
"5698","(12, 235)           ","3.10862446895044e-15"
"5699","(34, 86)            ","3.10862446895044e-15"
"5700","(37, 222)           ","3.10862446895044e-15"
"5701","(100, 137)          ","3.10862446895044e-15"
"5702","(17, 96)            ","3.33066907387547e-15"
"5703","(60, 40)            ","3.33066907387547e-15"
"5704","(61, 20)            ","3.33066907387547e-15"
"5705","(83, 2)             ","3.33066907387547e-15"
"5706","(90, 37)            ","3.33066907387547e-15"
"5707","(51, 26)            ","3.5527136788005e-15 "
"5708","(56, 98)            ","3.5527136788005e-15 "
"5709","(75, 20)            ","3.5527136788005e-15 "
"5710","(94, 94)            ","3.5527136788005e-15 "
"5711","(2, 128)            ","3.77475828372553e-15"
"5712","(11, 135)           ","3.77475828372553e-15"
"5713","(11, 147)           ","3.77475828372553e-15"
"5714","(26, 134)           ","3.77475828372553e-15"
"5715","(29, 73)            ","3.77475828372553e-15"
"5716","(36, 59)            ","3.77475828372553e-15"
"5717","(36, 105)           ","3.77475828372553e-15"
"5718","(40, 62)            ","3.77475828372553e-15"
"5719","(53, 137)           ","3.77475828372553e-15"
"5720","(62, 60)            ","3.77475828372553e-15"
"5721","(83, 56)            ","3.77475828372553e-15"
"5722","(88, 102)           ","3.77475828372553e-15"
"5723","(101, 38)           ","3.77475828372553e-15"
"5724","(1, 112)            ","3.99680288865056e-15"
"5725","(2, 132)            ","3.99680288865056e-15"
"5726","(6, 199)            ","3.99680288865056e-15"
"5727","(35, 61)            ","3.99680288865056e-15"
"5728","(35, 64)            ","3.99680288865056e-15"
"5729","(45, 169)           ","3.99680288865056e-15"
"5730","(51, 53)            ","3.99680288865056e-15"
"5731","(60, 53)            ","3.99680288865056e-15"
"5732","(77, 7)             ","3.99680288865056e-15"
"5733","(87, 26)            ","3.99680288865056e-15"
"5734","(13, 42)            ","4.66293670342566e-15"
"5735","(65, 46)            ","4.66293670342566e-15"
"5736","(5, 118)            ","5.32907051820075e-15"
"5737","(10, 172)           ","5.32907051820075e-15"
"5738","(10, 173)           ","5.32907051820075e-15"
"5739","(38, 217)           ","5.32907051820075e-15"
"5740","(5, 123)            ","6.43929354282591e-15"
"5741","(8, 121)            ","6.43929354282591e-15"
"5742","(29, 171)           ","6.43929354282591e-15"
"5743","(30, 4)             ","6.43929354282591e-15"
"5744","(32, 86)            ","6.43929354282591e-15"
"5745","(34, 87)            ","6.43929354282591e-15"
"5746","(42, 90)            ","6.43929354282591e-15"
"5747","(46, 195)           ","6.43929354282591e-15"
"5748","(63, 52)            ","6.43929354282591e-15"
"5749","(69, 1)             ","6.43929354282591e-15"
"5750","(75, 54)            ","6.43929354282591e-15"
"5751","(85, 62)            ","6.43929354282591e-15"
"5752","(87, 66)            ","6.43929354282591e-15"
"5753","(3, 209)            ","6.88338275267597e-15"
"5754","(39, 82)            ","6.88338275267597e-15"
"5755","(39, 171)           ","6.88338275267597e-15"
"5756","(45, 134)           ","6.88338275267597e-15"
"5757","(45, 137)           ","6.88338275267597e-15"
"5758","(74, 20)            ","6.88338275267597e-15"
"5759","(113, 49)           ","6.88338275267597e-15"
"5760","(10, 187)           ","8.65973959207622e-15"
"5761","(17, 33)            ","8.65973959207622e-15"
"5762","(35, 119)           ","8.65973959207622e-15"
"5763","(60, 68)            ","8.65973959207622e-15"
"5764","(61, 52)            ","8.65973959207622e-15"
"5765","(62, 59)            ","8.65973959207622e-15"
"5766","(139, 83)           ","8.65973959207622e-15"
"5767","(2, 222)            ","8.88178419700125e-15"
"5768","(10, 218)           ","8.88178419700125e-15"
"5769","(12, 153)           ","8.88178419700125e-15"
"5770","(22, 134)           ","8.88178419700125e-15"
"5771","(25, 142)           ","8.88178419700125e-15"
"5772","(173, 124)          ","8.88178419700125e-15"
"5773","(201, 27)           ","8.88178419700125e-15"
"5774","(33, 18)            ","9.76996261670138e-15"
"5775","(33, 96)            ","9.76996261670138e-15"
"5776","(54, 105)           ","9.76996261670138e-15"
"5777","(55, 64)            ","9.76996261670138e-15"
"5778","(56, 74)            ","9.76996261670138e-15"
"5779","(63, 53)            ","9.76996261670138e-15"
"5780","(69, 134)           ","9.76996261670138e-15"
"5781","(113, 53)           ","9.76996261670138e-15"
"5782","(184, 35)           ","1.02140518265514e-14"
"5783","(0, 185)            ","1.13242748511766e-14"
"5784","(0, 244)            ","1.13242748511766e-14"
"5785","(1, 104)            ","1.13242748511766e-14"
"5786","(1, 235)            ","1.13242748511766e-14"
"5787","(2, 201)            ","1.13242748511766e-14"
"5788","(5, 72)             ","1.13242748511766e-14"
"5789","(5, 80)             ","1.13242748511766e-14"
"5790","(6, 146)            ","1.13242748511766e-14"
"5791","(6, 221)            ","1.13242748511766e-14"
"5792","(10, 142)           ","1.13242748511766e-14"
"5793","(16, 240)           ","1.13242748511766e-14"
"5794","(19, 106)           ","1.13242748511766e-14"
"5795","(27, 61)            ","1.13242748511766e-14"
"5796","(32, 111)           ","1.13242748511766e-14"
"5797","(35, 113)           ","1.13242748511766e-14"
"5798","(41, 92)            ","1.13242748511766e-14"
"5799","(42, 25)            ","1.13242748511766e-14"
"5800","(55, 170)           ","1.13242748511766e-14"
"5801","(62, 80)            ","1.13242748511766e-14"
"5802","(69, 24)            ","1.13242748511766e-14"
"5803","(74, 49)            ","1.13242748511766e-14"
"5804","(83, 11)            ","1.13242748511766e-14"
"5805","(87, 14)            ","1.13242748511766e-14"
"5806","(88, 93)            ","1.13242748511766e-14"
"5807","(113, 2)            ","1.13242748511766e-14"
"5808","(0, 252)            ","1.48769885299771e-14"
"5809","(15, 72)            ","1.48769885299771e-14"
"5810","(15, 120)           ","1.48769885299771e-14"
"5811","(99, 48)            ","1.48769885299771e-14"
"5812","(26, 4)             ","1.84297022087776e-14"
"5813","(48, 60)            ","1.84297022087776e-14"
"5814","(51, 4)             ","1.84297022087776e-14"
"5815","(59, 136)           ","1.84297022087776e-14"
"5816","(2, 159)            ","1.93178806284777e-14"
"5817","(4, 202)            ","1.93178806284777e-14"
"5818","(5, 145)            ","1.93178806284777e-14"
"5819","(6, 117)            ","1.93178806284777e-14"
"5820","(12, 159)           ","1.93178806284777e-14"
"5821","(15, 148)           ","1.93178806284777e-14"
"5822","(16, 159)           ","1.93178806284777e-14"
"5823","(22, 211)           ","1.93178806284777e-14"
"5824","(34, 182)           ","1.93178806284777e-14"
"5825","(39, 191)           ","1.93178806284777e-14"
"5826","(53, 220)           ","1.93178806284777e-14"
"5827","(99, 64)            ","1.93178806284777e-14"
"5828","(163, 34)           ","1.93178806284777e-14"
"5829","(214, 214)          ","1.93178806284777e-14"
"5830","(10, 181)           ","1.97619698383278e-14"
"5831","(11, 83)            ","1.97619698383278e-14"
"5832","(18, 10)            ","1.97619698383278e-14"
"5833","(18, 41)            ","1.97619698383278e-14"
"5834","(21, 18)            ","1.97619698383278e-14"
"5835","(22, 150)           ","1.97619698383278e-14"
"5836","(29, 72)            ","1.97619698383278e-14"
"5837","(48, 0)             ","1.97619698383278e-14"
"5838","(51, 28)            ","1.97619698383278e-14"
"5839","(53, 27)            ","1.97619698383278e-14"
"5840","(59, 9)             ","1.97619698383278e-14"
"5841","(63, 1)             ","1.97619698383278e-14"
"5842","(63, 93)            ","1.97619698383278e-14"
"5843","(75, 12)            ","1.97619698383278e-14"
"5844","(83, 34)            ","1.97619698383278e-14"
"5845","(158, 15)           ","1.97619698383278e-14"
"5846","(195, 6)            ","1.97619698383278e-14"
"5847","(13, 96)            ","2.37587727269783e-14"
"5848","(29, 80)            ","2.37587727269783e-14"
"5849","(32, 128)           ","2.37587727269783e-14"
"5850","(90, 97)            ","2.37587727269783e-14"
"5851","(0, 172)            ","2.50910403565285e-14"
"5852","(5, 190)            ","2.50910403565285e-14"
"5853","(11, 158)           ","2.50910403565285e-14"
"5854","(12, 208)           ","2.50910403565285e-14"
"5855","(39, 174)           ","2.50910403565285e-14"
"5856","(61, 150)           ","2.50910403565285e-14"
"5857","(119, 195)          ","2.50910403565285e-14"
"5858","(28, 74)            ","2.59792187762287e-14"
"5859","(65, 100)           ","2.59792187762287e-14"
"5860","(85, 35)            ","2.59792187762287e-14"
"5861","(102, 45)           ","2.59792187762287e-14"
"5862","(0, 78)             ","3.01980662698043e-14"
"5863","(17, 64)            ","3.01980662698043e-14"
"5864","(18, 12)            ","3.01980662698043e-14"
"5865","(28, 106)           ","3.01980662698043e-14"
"5866","(29, 23)            ","3.01980662698043e-14"
"5867","(42, 17)            ","3.01980662698043e-14"
"5868","(6, 197)            ","3.26405569239796e-14"
"5869","(9, 208)            ","3.26405569239796e-14"
"5870","(11, 44)            ","3.26405569239796e-14"
"5871","(13, 193)           ","3.26405569239796e-14"
"5872","(14, 249)           ","3.26405569239796e-14"
"5873","(19, 112)           ","3.26405569239796e-14"
"5874","(34, 116)           ","3.26405569239796e-14"
"5875","(39, 131)           ","3.26405569239796e-14"
"5876","(52, 31)            ","3.26405569239796e-14"
"5877","(52, 54)            ","3.30846461338297e-14"
"5878","(75, 96)            ","3.30846461338297e-14"
"5879","(106, 8)            ","3.30846461338297e-14"
"5880","(143, 11)           ","3.30846461338297e-14"
"5881","(36, 52)            ","3.46389583683049e-14"
"5882","(59, 22)            ","3.46389583683049e-14"
"5883","(61, 41)            ","3.46389583683049e-14"
"5884","(62, 139)           ","3.46389583683049e-14"
"5885","(68, 83)            ","3.46389583683049e-14"
"5886","(85, 21)            ","3.46389583683049e-14"
"5887","(101, 37)           ","3.46389583683049e-14"
"5888","(105, 3)            ","3.46389583683049e-14"
"5889","(43, 35)            ","3.99680288865056e-14"
"5890","(66, 35)            ","3.99680288865056e-14"
"5891","(80, 80)            ","3.99680288865056e-14"
"5892","(85, 85)            ","3.99680288865056e-14"
"5893","(87, 29)            ","3.99680288865056e-14"
"5894","(90, 90)            ","3.99680288865056e-14"
"5895","(141, 35)           ","3.99680288865056e-14"
"5896","(3, 203)            ","4.2632564145606e-14 "
"5897","(4, 199)            ","4.2632564145606e-14 "
"5898","(8, 117)            ","4.2632564145606e-14 "
"5899","(8, 184)            ","4.2632564145606e-14 "
"5900","(12, 174)           ","4.2632564145606e-14 "
"5901","(12, 231)           ","4.2632564145606e-14 "
"5902","(13, 149)           ","4.2632564145606e-14 "
"5903","(14, 197)           ","4.2632564145606e-14 "
"5904","(19, 111)           ","4.2632564145606e-14 "
"5905","(32, 109)           ","4.2632564145606e-14 "
"5906","(42, 78)            ","4.2632564145606e-14 "
"5907","(55, 85)            ","4.2632564145606e-14 "
"5908","(55, 164)           ","4.2632564145606e-14 "
"5909","(66, 116)           ","4.2632564145606e-14 "
"5910","(83, 166)           ","4.2632564145606e-14 "
"5911","(88, 109)           ","4.2632564145606e-14 "
"5912","(35, 26)            ","5.32907051820075e-14"
"5913","(199, 199)          ","5.32907051820075e-14"
"5914","(0, 176)            ","5.55111512312578e-14"
"5915","(0, 206)            ","5.55111512312578e-14"
"5916","(0, 245)            ","5.55111512312578e-14"
"5917","(3, 112)            ","5.55111512312578e-14"
"5918","(4, 186)            ","5.55111512312578e-14"
"5919","(5, 184)            ","5.55111512312578e-14"
"5920","(7, 227)            ","5.55111512312578e-14"
"5921","(8, 157)            ","5.55111512312578e-14"
"5922","(9, 205)            ","5.55111512312578e-14"
"5923","(10, 94)            ","5.55111512312578e-14"
"5924","(13, 99)            ","5.55111512312578e-14"
"5925","(19, 85)            ","5.55111512312578e-14"
"5926","(19, 141)           ","5.55111512312578e-14"
"5927","(20, 99)            ","5.55111512312578e-14"
"5928","(21, 99)            ","5.55111512312578e-14"
"5929","(30, 36)            ","5.55111512312578e-14"
"5930","(32, 100)           ","5.55111512312578e-14"
"5931","(32, 134)           ","5.55111512312578e-14"
"5932","(32, 141)           ","5.55111512312578e-14"
"5933","(37, 173)           ","5.55111512312578e-14"
"5934","(38, 248)           ","5.55111512312578e-14"
"5935","(41, 15)            ","5.55111512312578e-14"
"5936","(41, 32)            ","5.55111512312578e-14"
"5937","(45, 64)            ","5.55111512312578e-14"
"5938","(45, 94)            ","5.55111512312578e-14"
"5939","(49, 16)            ","5.55111512312578e-14"
"5940","(53, 65)            ","5.55111512312578e-14"
"5941","(59, 13)            ","5.55111512312578e-14"
"5942","(60, 45)            ","5.55111512312578e-14"
"5943","(65, 2)             ","5.55111512312578e-14"
"5944","(65, 22)            ","5.55111512312578e-14"
"5945","(65, 32)            ","5.55111512312578e-14"
"5946","(74, 14)            ","5.55111512312578e-14"
"5947","(74, 28)            ","5.55111512312578e-14"
"5948","(74, 29)            ","5.55111512312578e-14"
"5949","(74, 55)            ","5.55111512312578e-14"
"5950","(77, 1)             ","5.55111512312578e-14"
"5951","(77, 6)             ","5.55111512312578e-14"
"5952","(77, 8)             ","5.55111512312578e-14"
"5953","(77, 14)            ","5.55111512312578e-14"
"5954","(77, 32)            ","5.55111512312578e-14"
"5955","(77, 38)            ","5.55111512312578e-14"
"5956","(80, 32)            ","5.55111512312578e-14"
"5957","(81, 0)             ","5.55111512312578e-14"
"5958","(83, 33)            ","5.55111512312578e-14"
"5959","(85, 1)             ","5.55111512312578e-14"
"5960","(85, 8)             ","5.55111512312578e-14"
"5961","(85, 37)            ","5.55111512312578e-14"
"5962","(85, 39)            ","5.55111512312578e-14"
"5963","(94, 1)             ","5.55111512312578e-14"
"5964","(94, 3)             ","5.55111512312578e-14"
"5965","(94, 5)             ","5.55111512312578e-14"
"5966","(94, 19)            ","5.55111512312578e-14"
"5967","(94, 22)            ","5.55111512312578e-14"
"5968","(94, 32)            ","5.55111512312578e-14"
"5969","(94, 38)            ","5.55111512312578e-14"
