"","locations","input"
"1","(0, 1)              ","0                   "
"2","(0, 2)              ","0                   "
"3","(0, 3)              ","0                   "
"4","(0, 4)              ","0                   "
"5","(0, 5)              ","0                   "
"6","(0, 6)              ","0                   "
"7","(0, 7)              ","0                   "
"8","(0, 8)              ","0                   "
"9","(0, 9)              ","0                   "
"10","(0, 10)             ","0                   "
"11","(0, 11)             ","0                   "
"12","(0, 12)             ","0                   "
"13","(0, 13)             ","0                   "
"14","(0, 14)             ","0                   "
"15","(0, 15)             ","0                   "
"16","(0, 16)             ","0                   "
"17","(0, 17)             ","0                   "
"18","(0, 18)             ","0                   "
"19","(0, 19)             ","0                   "
"20","(0, 20)             ","0                   "
"21","(0, 21)             ","0                   "
"22","(0, 22)             ","0                   "
"23","(0, 23)             ","0                   "
"24","(0, 24)             ","0                   "
"25","(0, 25)             ","0                   "
"26","(0, 26)             ","0                   "
"27","(0, 27)             ","0                   "
"28","(0, 28)             ","0                   "
"29","(0, 29)             ","0                   "
"30","(0, 30)             ","0                   "
"31","(0, 31)             ","0                   "
"32","(0, 32)             ","0                   "
"33","(0, 33)             ","0                   "
"34","(0, 34)             ","0                   "
"35","(0, 35)             ","0                   "
"36","(0, 36)             ","0                   "
"37","(0, 37)             ","0                   "
"38","(0, 38)             ","0                   "
"39","(0, 39)             ","0                   "
"40","(0, 40)             ","0                   "
"41","(0, 41)             ","0                   "
"42","(0, 42)             ","0                   "
"43","(0, 43)             ","0                   "
"44","(0, 44)             ","0                   "
"45","(0, 45)             ","0                   "
"46","(0, 46)             ","0                   "
"47","(0, 47)             ","0                   "
"48","(0, 48)             ","0                   "
"49","(0, 49)             ","0                   "
"50","(0, 50)             ","0                   "
"51","(0, 51)             ","0                   "
"52","(0, 52)             ","0                   "
"53","(0, 53)             ","0                   "
"54","(0, 54)             ","0                   "
"55","(0, 55)             ","0                   "
"56","(0, 56)             ","0                   "
"57","(0, 57)             ","0                   "
"58","(0, 58)             ","0                   "
"59","(0, 59)             ","0                   "
"60","(0, 60)             ","0                   "
"61","(0, 61)             ","0                   "
"62","(0, 62)             ","0                   "
"63","(0, 63)             ","0                   "
"64","(0, 64)             ","0                   "
"65","(0, 65)             ","0                   "
"66","(0, 66)             ","0                   "
"67","(0, 67)             ","0                   "
"68","(0, 68)             ","0                   "
"69","(0, 69)             ","0                   "
"70","(0, 70)             ","0                   "
"71","(0, 71)             ","0                   "
"72","(0, 72)             ","0                   "
"73","(0, 73)             ","0                   "
"74","(0, 74)             ","0                   "
"75","(0, 75)             ","0                   "
"76","(0, 76)             ","0                   "
"77","(0, 77)             ","0                   "
"78","(0, 79)             ","0                   "
"79","(0, 80)             ","0                   "
"80","(0, 81)             ","0                   "
"81","(0, 82)             ","0                   "
"82","(0, 83)             ","0                   "
"83","(0, 84)             ","0                   "
"84","(0, 85)             ","0                   "
"85","(0, 86)             ","0                   "
"86","(0, 87)             ","0                   "
"87","(0, 88)             ","0                   "
"88","(0, 89)             ","0                   "
"89","(0, 90)             ","0                   "
"90","(0, 91)             ","0                   "
"91","(0, 92)             ","0                   "
"92","(0, 93)             ","0                   "
"93","(0, 94)             ","0                   "
"94","(0, 95)             ","0                   "
"95","(0, 96)             ","0                   "
"96","(0, 97)             ","0                   "
"97","(0, 98)             ","0                   "
"98","(0, 99)             ","0                   "
"99","(0, 100)            ","0                   "
"100","(0, 101)            ","0                   "
"101","(0, 102)            ","0                   "
"102","(0, 103)            ","0                   "
"103","(0, 104)            ","0                   "
"104","(0, 105)            ","0                   "
"105","(0, 106)            ","0                   "
"106","(0, 107)            ","0                   "
"107","(0, 109)            ","0                   "
"108","(0, 110)            ","0                   "
"109","(0, 111)            ","0                   "
"110","(0, 112)            ","0                   "
"111","(0, 113)            ","0                   "
"112","(0, 114)            ","0                   "
"113","(0, 116)            ","0                   "
"114","(0, 117)            ","0                   "
"115","(0, 119)            ","0                   "
"116","(0, 120)            ","0                   "
"117","(0, 121)            ","0                   "
"118","(0, 123)            ","0                   "
"119","(0, 124)            ","0                   "
"120","(0, 125)            ","0                   "
"121","(0, 126)            ","0                   "
"122","(0, 127)            ","0                   "
"123","(0, 128)            ","0                   "
"124","(0, 129)            ","0                   "
"125","(0, 131)            ","0                   "
"126","(0, 133)            ","0                   "
"127","(0, 134)            ","0                   "
"128","(0, 135)            ","0                   "
"129","(0, 136)            ","0                   "
"130","(0, 137)            ","0                   "
"131","(0, 138)            ","0                   "
"132","(0, 139)            ","0                   "
"133","(0, 140)            ","0                   "
"134","(0, 141)            ","0                   "
"135","(0, 142)            ","0                   "
"136","(0, 143)            ","0                   "
"137","(0, 144)            ","0                   "
"138","(0, 145)            ","0                   "
"139","(0, 147)            ","0                   "
"140","(0, 149)            ","0                   "
"141","(0, 150)            ","0                   "
"142","(0, 152)            ","0                   "
"143","(0, 154)            ","0                   "
"144","(0, 155)            ","0                   "
"145","(0, 156)            ","0                   "
"146","(0, 157)            ","0                   "
"147","(0, 158)            ","0                   "
"148","(0, 159)            ","0                   "
"149","(0, 160)            ","0                   "
"150","(0, 161)            ","0                   "
"151","(0, 162)            ","0                   "
"152","(0, 163)            ","0                   "
"153","(0, 164)            ","0                   "
"154","(0, 165)            ","0                   "
"155","(0, 166)            ","0                   "
"156","(0, 168)            ","0                   "
"157","(0, 169)            ","0                   "
"158","(0, 170)            ","0                   "
"159","(0, 171)            ","0                   "
"160","(0, 173)            ","0                   "
"161","(0, 174)            ","0                   "
"162","(0, 175)            ","0                   "
"163","(0, 178)            ","0                   "
"164","(0, 179)            ","0                   "
"165","(0, 180)            ","0                   "
"166","(0, 181)            ","0                   "
"167","(0, 182)            ","0                   "
"168","(0, 187)            ","0                   "
"169","(0, 188)            ","0                   "
"170","(0, 191)            ","0                   "
"171","(0, 192)            ","0                   "
"172","(0, 193)            ","0                   "
"173","(0, 195)            ","0                   "
"174","(0, 196)            ","0                   "
"175","(0, 197)            ","0                   "
"176","(0, 198)            ","0                   "
"177","(0, 199)            ","0                   "
"178","(0, 202)            ","0                   "
"179","(0, 203)            ","0                   "
"180","(0, 205)            ","0                   "
"181","(0, 209)            ","0                   "
"182","(0, 213)            ","0                   "
"183","(0, 214)            ","0                   "
"184","(0, 215)            ","0                   "
"185","(0, 218)            ","0                   "
"186","(0, 219)            ","0                   "
"187","(0, 220)            ","0                   "
"188","(0, 227)            ","0                   "
"189","(0, 229)            ","0                   "
"190","(0, 232)            ","0                   "
"191","(0, 234)            ","0                   "
"192","(0, 249)            ","0                   "
"193","(1, 0)              ","0                   "
"194","(1, 1)              ","0                   "
"195","(1, 2)              ","0                   "
"196","(1, 3)              ","0                   "
"197","(1, 4)              ","0                   "
"198","(1, 5)              ","0                   "
"199","(1, 6)              ","0                   "
"200","(1, 7)              ","0                   "
"201","(1, 8)              ","0                   "
"202","(1, 9)              ","0                   "
"203","(1, 10)             ","0                   "
"204","(1, 11)             ","0                   "
"205","(1, 12)             ","0                   "
"206","(1, 13)             ","0                   "
"207","(1, 14)             ","0                   "
"208","(1, 15)             ","0                   "
"209","(1, 16)             ","0                   "
"210","(1, 17)             ","0                   "
"211","(1, 18)             ","0                   "
"212","(1, 19)             ","0                   "
"213","(1, 20)             ","0                   "
"214","(1, 21)             ","0                   "
"215","(1, 22)             ","0                   "
"216","(1, 23)             ","0                   "
"217","(1, 24)             ","0                   "
"218","(1, 25)             ","0                   "
"219","(1, 26)             ","0                   "
"220","(1, 27)             ","0                   "
"221","(1, 28)             ","0                   "
"222","(1, 29)             ","0                   "
"223","(1, 30)             ","0                   "
"224","(1, 31)             ","0                   "
"225","(1, 32)             ","0                   "
"226","(1, 33)             ","0                   "
"227","(1, 34)             ","0                   "
"228","(1, 35)             ","0                   "
"229","(1, 36)             ","0                   "
"230","(1, 37)             ","0                   "
"231","(1, 38)             ","0                   "
"232","(1, 39)             ","0                   "
"233","(1, 40)             ","0                   "
"234","(1, 41)             ","0                   "
"235","(1, 42)             ","0                   "
"236","(1, 43)             ","0                   "
"237","(1, 44)             ","0                   "
"238","(1, 45)             ","0                   "
"239","(1, 46)             ","0                   "
"240","(1, 48)             ","0                   "
"241","(1, 50)             ","0                   "
"242","(1, 51)             ","0                   "
"243","(1, 52)             ","0                   "
"244","(1, 53)             ","0                   "
"245","(1, 54)             ","0                   "
"246","(1, 55)             ","0                   "
"247","(1, 56)             ","0                   "
"248","(1, 57)             ","0                   "
"249","(1, 58)             ","0                   "
"250","(1, 59)             ","0                   "
"251","(1, 60)             ","0                   "
"252","(1, 61)             ","0                   "
"253","(1, 62)             ","0                   "
"254","(1, 63)             ","0                   "
"255","(1, 64)             ","0                   "
"256","(1, 65)             ","0                   "
"257","(1, 66)             ","0                   "
"258","(1, 68)             ","0                   "
"259","(1, 69)             ","0                   "
"260","(1, 70)             ","0                   "
"261","(1, 71)             ","0                   "
"262","(1, 72)             ","0                   "
"263","(1, 75)             ","0                   "
"264","(1, 76)             ","0                   "
"265","(1, 77)             ","0                   "
"266","(1, 83)             ","0                   "
"267","(1, 85)             ","0                   "
"268","(1, 86)             ","0                   "
"269","(1, 87)             ","0                   "
"270","(1, 88)             ","0                   "
"271","(1, 89)             ","0                   "
"272","(1, 90)             ","0                   "
"273","(1, 91)             ","0                   "
"274","(1, 92)             ","0                   "
"275","(1, 93)             ","0                   "
"276","(1, 96)             ","0                   "
"277","(1, 97)             ","0                   "
"278","(1, 98)             ","0                   "
"279","(1, 99)             ","0                   "
"280","(1, 100)            ","0                   "
"281","(1, 101)            ","0                   "
"282","(1, 105)            ","0                   "
"283","(1, 106)            ","0                   "
"284","(1, 107)            ","0                   "
"285","(1, 110)            ","0                   "
"286","(1, 113)            ","0                   "
"287","(1, 116)            ","0                   "
"288","(1, 119)            ","0                   "
"289","(1, 122)            ","0                   "
"290","(1, 123)            ","0                   "
"291","(1, 124)            ","0                   "
"292","(1, 125)            ","0                   "
"293","(1, 126)            ","0                   "
"294","(1, 127)            ","0                   "
"295","(1, 128)            ","0                   "
"296","(1, 129)            ","0                   "
"297","(1, 134)            ","0                   "
"298","(1, 135)            ","0                   "
"299","(1, 136)            ","0                   "
"300","(1, 137)            ","0                   "
"301","(1, 140)            ","0                   "
"302","(1, 141)            ","0                   "
"303","(1, 142)            ","0                   "
"304","(1, 143)            ","0                   "
"305","(1, 149)            ","0                   "
"306","(1, 155)            ","0                   "
"307","(1, 164)            ","0                   "
"308","(1, 165)            ","0                   "
"309","(1, 170)            ","0                   "
"310","(1, 171)            ","0                   "
"311","(1, 174)            ","0                   "
"312","(1, 178)            ","0                   "
"313","(1, 180)            ","0                   "
"314","(1, 232)            ","0                   "
"315","(2, 0)              ","0                   "
"316","(2, 1)              ","0                   "
"317","(2, 2)              ","0                   "
"318","(2, 3)              ","0                   "
"319","(2, 4)              ","0                   "
"320","(2, 5)              ","0                   "
"321","(2, 6)              ","0                   "
"322","(2, 7)              ","0                   "
"323","(2, 8)              ","0                   "
"324","(2, 9)              ","0                   "
"325","(2, 10)             ","0                   "
"326","(2, 11)             ","0                   "
"327","(2, 12)             ","0                   "
"328","(2, 13)             ","0                   "
"329","(2, 14)             ","0                   "
"330","(2, 15)             ","0                   "
"331","(2, 16)             ","0                   "
"332","(2, 17)             ","0                   "
"333","(2, 18)             ","0                   "
"334","(2, 19)             ","0                   "
"335","(2, 20)             ","0                   "
"336","(2, 21)             ","0                   "
"337","(2, 22)             ","0                   "
"338","(2, 23)             ","0                   "
"339","(2, 24)             ","0                   "
"340","(2, 25)             ","0                   "
"341","(2, 26)             ","0                   "
"342","(2, 27)             ","0                   "
"343","(2, 28)             ","0                   "
"344","(2, 29)             ","0                   "
"345","(2, 30)             ","0                   "
"346","(2, 31)             ","0                   "
"347","(2, 32)             ","0                   "
"348","(2, 33)             ","0                   "
"349","(2, 34)             ","0                   "
"350","(2, 35)             ","0                   "
"351","(2, 36)             ","0                   "
"352","(2, 37)             ","0                   "
"353","(2, 38)             ","0                   "
"354","(2, 39)             ","0                   "
"355","(2, 40)             ","0                   "
"356","(2, 41)             ","0                   "
"357","(2, 42)             ","0                   "
"358","(2, 43)             ","0                   "
"359","(2, 44)             ","0                   "
"360","(2, 45)             ","0                   "
"361","(2, 46)             ","0                   "
"362","(2, 47)             ","0                   "
"363","(2, 48)             ","0                   "
"364","(2, 49)             ","0                   "
"365","(2, 50)             ","0                   "
"366","(2, 51)             ","0                   "
"367","(2, 52)             ","0                   "
"368","(2, 53)             ","0                   "
"369","(2, 54)             ","0                   "
"370","(2, 55)             ","0                   "
"371","(2, 56)             ","0                   "
"372","(2, 57)             ","0                   "
"373","(2, 58)             ","0                   "
"374","(2, 59)             ","0                   "
"375","(2, 60)             ","0                   "
"376","(2, 61)             ","0                   "
"377","(2, 62)             ","0                   "
"378","(2, 63)             ","0                   "
"379","(2, 64)             ","0                   "
"380","(2, 65)             ","0                   "
"381","(2, 66)             ","0                   "
"382","(2, 68)             ","0                   "
"383","(2, 69)             ","0                   "
"384","(2, 70)             ","0                   "
"385","(2, 71)             ","0                   "
"386","(2, 73)             ","0                   "
"387","(2, 74)             ","0                   "
"388","(2, 75)             ","0                   "
"389","(2, 76)             ","0                   "
"390","(2, 77)             ","0                   "
"391","(2, 78)             ","0                   "
"392","(2, 81)             ","0                   "
"393","(2, 83)             ","0                   "
"394","(2, 84)             ","0                   "
"395","(2, 85)             ","0                   "
"396","(2, 86)             ","0                   "
"397","(2, 87)             ","0                   "
"398","(2, 88)             ","0                   "
"399","(2, 89)             ","0                   "
"400","(2, 90)             ","0                   "
"401","(2, 91)             ","0                   "
"402","(2, 92)             ","0                   "
"403","(2, 93)             ","0                   "
"404","(2, 94)             ","0                   "
"405","(2, 95)             ","0                   "
"406","(2, 96)             ","0                   "
"407","(2, 97)             ","0                   "
"408","(2, 98)             ","0                   "
"409","(2, 99)             ","0                   "
"410","(2, 100)            ","0                   "
"411","(2, 101)            ","0                   "
"412","(2, 102)            ","0                   "
"413","(2, 103)            ","0                   "
"414","(2, 104)            ","0                   "
"415","(2, 105)            ","0                   "
"416","(2, 106)            ","0                   "
"417","(2, 107)            ","0                   "
"418","(2, 109)            ","0                   "
"419","(2, 110)            ","0                   "
"420","(2, 111)            ","0                   "
"421","(2, 112)            ","0                   "
"422","(2, 113)            ","0                   "
"423","(2, 114)            ","0                   "
"424","(2, 116)            ","0                   "
"425","(2, 117)            ","0                   "
"426","(2, 118)            ","0                   "
"427","(2, 119)            ","0                   "
"428","(2, 121)            ","0                   "
"429","(2, 123)            ","0                   "
"430","(2, 124)            ","0                   "
"431","(2, 125)            ","0                   "
"432","(2, 126)            ","0                   "
"433","(2, 127)            ","0                   "
"434","(2, 129)            ","0                   "
"435","(2, 134)            ","0                   "
"436","(2, 135)            ","0                   "
"437","(2, 136)            ","0                   "
"438","(2, 137)            ","0                   "
"439","(2, 138)            ","0                   "
"440","(2, 139)            ","0                   "
"441","(2, 140)            ","0                   "
"442","(2, 141)            ","0                   "
"443","(2, 142)            ","0                   "
"444","(2, 143)            ","0                   "
"445","(2, 144)            ","0                   "
"446","(2, 147)            ","0                   "
"447","(2, 149)            ","0                   "
"448","(2, 150)            ","0                   "
"449","(2, 152)            ","0                   "
"450","(2, 154)            ","0                   "
"451","(2, 155)            ","0                   "
"452","(2, 157)            ","0                   "
"453","(2, 158)            ","0                   "
"454","(2, 160)            ","0                   "
"455","(2, 163)            ","0                   "
"456","(2, 164)            ","0                   "
"457","(2, 165)            ","0                   "
"458","(2, 166)            ","0                   "
"459","(2, 167)            ","0                   "
"460","(2, 169)            ","0                   "
"461","(2, 171)            ","0                   "
"462","(2, 173)            ","0                   "
"463","(2, 174)            ","0                   "
"464","(2, 175)            ","0                   "
"465","(2, 178)            ","0                   "
"466","(2, 179)            ","0                   "
"467","(2, 180)            ","0                   "
"468","(2, 181)            ","0                   "
"469","(2, 182)            ","0                   "
"470","(2, 184)            ","0                   "
"471","(2, 187)            ","0                   "
"472","(2, 191)            ","0                   "
"473","(2, 195)            ","0                   "
"474","(2, 198)            ","0                   "
"475","(2, 202)            ","0                   "
"476","(2, 204)            ","0                   "
"477","(2, 210)            ","0                   "
"478","(2, 212)            ","0                   "
"479","(2, 215)            ","0                   "
"480","(2, 219)            ","0                   "
"481","(2, 225)            ","0                   "
"482","(3, 0)              ","0                   "
"483","(3, 1)              ","0                   "
"484","(3, 2)              ","0                   "
"485","(3, 3)              ","0                   "
"486","(3, 4)              ","0                   "
"487","(3, 5)              ","0                   "
"488","(3, 6)              ","0                   "
"489","(3, 7)              ","0                   "
"490","(3, 8)              ","0                   "
"491","(3, 9)              ","0                   "
"492","(3, 10)             ","0                   "
"493","(3, 11)             ","0                   "
"494","(3, 12)             ","0                   "
"495","(3, 13)             ","0                   "
"496","(3, 14)             ","0                   "
"497","(3, 15)             ","0                   "
"498","(3, 16)             ","0                   "
"499","(3, 17)             ","0                   "
"500","(3, 18)             ","0                   "
"501","(3, 19)             ","0                   "
"502","(3, 20)             ","0                   "
"503","(3, 21)             ","0                   "
"504","(3, 22)             ","0                   "
"505","(3, 23)             ","0                   "
"506","(3, 24)             ","0                   "
"507","(3, 25)             ","0                   "
"508","(3, 26)             ","0                   "
"509","(3, 27)             ","0                   "
"510","(3, 28)             ","0                   "
"511","(3, 29)             ","0                   "
"512","(3, 30)             ","0                   "
"513","(3, 31)             ","0                   "
"514","(3, 32)             ","0                   "
"515","(3, 33)             ","0                   "
"516","(3, 34)             ","0                   "
"517","(3, 35)             ","0                   "
"518","(3, 36)             ","0                   "
"519","(3, 37)             ","0                   "
"520","(3, 38)             ","0                   "
"521","(3, 39)             ","0                   "
"522","(3, 40)             ","0                   "
"523","(3, 41)             ","0                   "
"524","(3, 42)             ","0                   "
"525","(3, 43)             ","0                   "
"526","(3, 44)             ","0                   "
"527","(3, 45)             ","0                   "
"528","(3, 46)             ","0                   "
"529","(3, 47)             ","0                   "
"530","(3, 48)             ","0                   "
"531","(3, 50)             ","0                   "
"532","(3, 51)             ","0                   "
"533","(3, 52)             ","0                   "
"534","(3, 53)             ","0                   "
"535","(3, 54)             ","0                   "
"536","(3, 55)             ","0                   "
"537","(3, 56)             ","0                   "
"538","(3, 57)             ","0                   "
"539","(3, 58)             ","0                   "
"540","(3, 59)             ","0                   "
"541","(3, 60)             ","0                   "
"542","(3, 61)             ","0                   "
"543","(3, 62)             ","0                   "
"544","(3, 63)             ","0                   "
"545","(3, 64)             ","0                   "
"546","(3, 66)             ","0                   "
"547","(3, 68)             ","0                   "
"548","(3, 69)             ","0                   "
"549","(3, 70)             ","0                   "
"550","(3, 73)             ","0                   "
"551","(3, 74)             ","0                   "
"552","(3, 75)             ","0                   "
"553","(3, 77)             ","0                   "
"554","(3, 78)             ","0                   "
"555","(3, 83)             ","0                   "
"556","(3, 84)             ","0                   "
"557","(3, 85)             ","0                   "
"558","(3, 87)             ","0                   "
"559","(3, 88)             ","0                   "
"560","(3, 89)             ","0                   "
"561","(3, 90)             ","0                   "
"562","(3, 91)             ","0                   "
"563","(3, 92)             ","0                   "
"564","(3, 96)             ","0                   "
"565","(3, 97)             ","0                   "
"566","(3, 98)             ","0                   "
"567","(3, 99)             ","0                   "
"568","(3, 100)            ","0                   "
"569","(3, 101)            ","0                   "
"570","(3, 103)            ","0                   "
"571","(3, 105)            ","0                   "
"572","(3, 106)            ","0                   "
"573","(3, 110)            ","0                   "
"574","(3, 111)            ","0                   "
"575","(3, 113)            ","0                   "
"576","(3, 114)            ","0                   "
"577","(3, 119)            ","0                   "
"578","(3, 124)            ","0                   "
"579","(3, 127)            ","0                   "
"580","(3, 134)            ","0                   "
"581","(3, 136)            ","0                   "
"582","(3, 137)            ","0                   "
"583","(3, 138)            ","0                   "
"584","(3, 139)            ","0                   "
"585","(3, 140)            ","0                   "
"586","(3, 141)            ","0                   "
"587","(3, 142)            ","0                   "
"588","(3, 147)            ","0                   "
"589","(3, 156)            ","0                   "
"590","(3, 158)            ","0                   "
"591","(3, 165)            ","0                   "
"592","(3, 169)            ","0                   "
"593","(3, 178)            ","0                   "
"594","(3, 181)            ","0                   "
"595","(3, 191)            ","0                   "
"596","(3, 215)            ","0                   "
"597","(3, 233)            ","0                   "
"598","(3, 242)            ","0                   "
"599","(4, 0)              ","0                   "
"600","(4, 1)              ","0                   "
"601","(4, 2)              ","0                   "
"602","(4, 3)              ","0                   "
"603","(4, 4)              ","0                   "
"604","(4, 5)              ","0                   "
"605","(4, 6)              ","0                   "
"606","(4, 7)              ","0                   "
"607","(4, 8)              ","0                   "
"608","(4, 9)              ","0                   "
"609","(4, 10)             ","0                   "
"610","(4, 11)             ","0                   "
"611","(4, 12)             ","0                   "
"612","(4, 13)             ","0                   "
"613","(4, 14)             ","0                   "
"614","(4, 15)             ","0                   "
"615","(4, 16)             ","0                   "
"616","(4, 17)             ","0                   "
"617","(4, 18)             ","0                   "
"618","(4, 19)             ","0                   "
"619","(4, 20)             ","0                   "
"620","(4, 21)             ","0                   "
"621","(4, 22)             ","0                   "
"622","(4, 23)             ","0                   "
"623","(4, 24)             ","0                   "
"624","(4, 25)             ","0                   "
"625","(4, 26)             ","0                   "
"626","(4, 27)             ","0                   "
"627","(4, 28)             ","0                   "
"628","(4, 29)             ","0                   "
"629","(4, 30)             ","0                   "
"630","(4, 31)             ","0                   "
"631","(4, 32)             ","0                   "
"632","(4, 33)             ","0                   "
"633","(4, 34)             ","0                   "
"634","(4, 35)             ","0                   "
"635","(4, 36)             ","0                   "
"636","(4, 37)             ","0                   "
"637","(4, 38)             ","0                   "
"638","(4, 39)             ","0                   "
"639","(4, 40)             ","0                   "
"640","(4, 41)             ","0                   "
"641","(4, 42)             ","0                   "
"642","(4, 43)             ","0                   "
"643","(4, 44)             ","0                   "
"644","(4, 45)             ","0                   "
"645","(4, 46)             ","0                   "
"646","(4, 47)             ","0                   "
"647","(4, 48)             ","0                   "
"648","(4, 49)             ","0                   "
"649","(4, 50)             ","0                   "
"650","(4, 51)             ","0                   "
"651","(4, 52)             ","0                   "
"652","(4, 53)             ","0                   "
"653","(4, 54)             ","0                   "
"654","(4, 55)             ","0                   "
"655","(4, 56)             ","0                   "
"656","(4, 57)             ","0                   "
"657","(4, 58)             ","0                   "
"658","(4, 59)             ","0                   "
"659","(4, 60)             ","0                   "
"660","(4, 61)             ","0                   "
"661","(4, 62)             ","0                   "
"662","(4, 63)             ","0                   "
"663","(4, 64)             ","0                   "
"664","(4, 65)             ","0                   "
"665","(4, 66)             ","0                   "
"666","(4, 68)             ","0                   "
"667","(4, 69)             ","0                   "
"668","(4, 70)             ","0                   "
"669","(4, 71)             ","0                   "
"670","(4, 73)             ","0                   "
"671","(4, 74)             ","0                   "
"672","(4, 75)             ","0                   "
"673","(4, 76)             ","0                   "
"674","(4, 77)             ","0                   "
"675","(4, 78)             ","0                   "
"676","(4, 79)             ","0                   "
"677","(4, 81)             ","0                   "
"678","(4, 83)             ","0                   "
"679","(4, 84)             ","0                   "
"680","(4, 85)             ","0                   "
"681","(4, 86)             ","0                   "
"682","(4, 87)             ","0                   "
"683","(4, 88)             ","0                   "
"684","(4, 89)             ","0                   "
"685","(4, 90)             ","0                   "
"686","(4, 91)             ","0                   "
"687","(4, 92)             ","0                   "
"688","(4, 93)             ","0                   "
"689","(4, 94)             ","0                   "
"690","(4, 95)             ","0                   "
"691","(4, 96)             ","0                   "
"692","(4, 97)             ","0                   "
"693","(4, 98)             ","0                   "
"694","(4, 99)             ","0                   "
"695","(4, 100)            ","0                   "
"696","(4, 101)            ","0                   "
"697","(4, 102)            ","0                   "
"698","(4, 103)            ","0                   "
"699","(4, 105)            ","0                   "
"700","(4, 106)            ","0                   "
"701","(4, 107)            ","0                   "
"702","(4, 108)            ","0                   "
"703","(4, 110)            ","0                   "
"704","(4, 111)            ","0                   "
"705","(4, 113)            ","0                   "
"706","(4, 114)            ","0                   "
"707","(4, 116)            ","0                   "
"708","(4, 118)            ","0                   "
"709","(4, 119)            ","0                   "
"710","(4, 121)            ","0                   "
"711","(4, 122)            ","0                   "
"712","(4, 123)            ","0                   "
"713","(4, 124)            ","0                   "
"714","(4, 125)            ","0                   "
"715","(4, 126)            ","0                   "
"716","(4, 127)            ","0                   "
"717","(4, 129)            ","0                   "
"718","(4, 131)            ","0                   "
"719","(4, 134)            ","0                   "
"720","(4, 135)            ","0                   "
"721","(4, 136)            ","0                   "
"722","(4, 137)            ","0                   "
"723","(4, 138)            ","0                   "
"724","(4, 139)            ","0                   "
"725","(4, 140)            ","0                   "
"726","(4, 141)            ","0                   "
"727","(4, 142)            ","0                   "
"728","(4, 143)            ","0                   "
"729","(4, 144)            ","0                   "
"730","(4, 147)            ","0                   "
"731","(4, 149)            ","0                   "
"732","(4, 150)            ","0                   "
"733","(4, 154)            ","0                   "
"734","(4, 155)            ","0                   "
"735","(4, 157)            ","0                   "
"736","(4, 158)            ","0                   "
"737","(4, 163)            ","0                   "
"738","(4, 164)            ","0                   "
"739","(4, 165)            ","0                   "
"740","(4, 166)            ","0                   "
"741","(4, 167)            ","0                   "
"742","(4, 168)            ","0                   "
"743","(4, 169)            ","0                   "
"744","(4, 171)            ","0                   "
"745","(4, 174)            ","0                   "
"746","(4, 175)            ","0                   "
"747","(4, 178)            ","0                   "
"748","(4, 179)            ","0                   "
"749","(4, 180)            ","0                   "
"750","(4, 181)            ","0                   "
"751","(4, 187)            ","0                   "
"752","(4, 195)            ","0                   "
"753","(4, 198)            ","0                   "
"754","(4, 212)            ","0                   "
"755","(4, 215)            ","0                   "
"756","(4, 218)            ","0                   "
"757","(4, 227)            ","0                   "
"758","(4, 230)            ","0                   "
"759","(4, 237)            ","0                   "
"760","(4, 240)            ","0                   "
"761","(5, 0)              ","0                   "
"762","(5, 1)              ","0                   "
"763","(5, 2)              ","0                   "
"764","(5, 3)              ","0                   "
"765","(5, 4)              ","0                   "
"766","(5, 5)              ","0                   "
"767","(5, 6)              ","0                   "
"768","(5, 7)              ","0                   "
"769","(5, 8)              ","0                   "
"770","(5, 9)              ","0                   "
"771","(5, 10)             ","0                   "
"772","(5, 11)             ","0                   "
"773","(5, 12)             ","0                   "
"774","(5, 13)             ","0                   "
"775","(5, 14)             ","0                   "
"776","(5, 15)             ","0                   "
"777","(5, 16)             ","0                   "
"778","(5, 17)             ","0                   "
"779","(5, 18)             ","0                   "
"780","(5, 19)             ","0                   "
"781","(5, 20)             ","0                   "
"782","(5, 21)             ","0                   "
"783","(5, 22)             ","0                   "
"784","(5, 23)             ","0                   "
"785","(5, 24)             ","0                   "
"786","(5, 25)             ","0                   "
"787","(5, 26)             ","0                   "
"788","(5, 27)             ","0                   "
"789","(5, 28)             ","0                   "
"790","(5, 29)             ","0                   "
"791","(5, 30)             ","0                   "
"792","(5, 31)             ","0                   "
"793","(5, 32)             ","0                   "
"794","(5, 33)             ","0                   "
"795","(5, 34)             ","0                   "
"796","(5, 35)             ","0                   "
"797","(5, 36)             ","0                   "
"798","(5, 37)             ","0                   "
"799","(5, 38)             ","0                   "
"800","(5, 39)             ","0                   "
"801","(5, 40)             ","0                   "
"802","(5, 41)             ","0                   "
"803","(5, 42)             ","0                   "
"804","(5, 43)             ","0                   "
"805","(5, 44)             ","0                   "
"806","(5, 45)             ","0                   "
"807","(5, 46)             ","0                   "
"808","(5, 47)             ","0                   "
"809","(5, 48)             ","0                   "
"810","(5, 49)             ","0                   "
"811","(5, 50)             ","0                   "
"812","(5, 51)             ","0                   "
"813","(5, 52)             ","0                   "
"814","(5, 53)             ","0                   "
"815","(5, 54)             ","0                   "
"816","(5, 55)             ","0                   "
"817","(5, 56)             ","0                   "
"818","(5, 57)             ","0                   "
"819","(5, 58)             ","0                   "
"820","(5, 59)             ","0                   "
"821","(5, 60)             ","0                   "
"822","(5, 61)             ","0                   "
"823","(5, 62)             ","0                   "
